MITRE Descriptions,Tactic1,Tactic2,Tactic3,Tactic4
"Adversaries may add this Registry key and specify a malicious DLL that will be executed whenever an Office application, such as Word or Excel, is started.",PERSISTENCE,,,
Adversaries may abuse Microsoft Outlook forms to obtain persistence on a compromised system.,PERSISTENCE,,,
Outlook forms are used as templates for presentation and functionality in Outlook messages.,PERSISTENCE,,,
Custom Outlook forms can be created that will execute code when a specifically crafted email is sent by an adversary utilizing the same custom Outlook form.,PERSISTENCE,,,
"Once malicious forms have been added to the user’s mailbox, they will be loaded when Outlook is started.",PERSISTENCE,,,
Malicious forms will execute when an adversary sends a specifically crafted email to the user.,PERSISTENCE,,,
Adversaries may abuse Microsoft Outlook's Home Page feature to obtain persistence on a compromised system.,PERSISTENCE,,,
Outlook Home Page is a legacy feature used to customize the presentation of Outlook folders.,PERSISTENCE,,,
This feature allows for an internal or external URL to be loaded and presented whenever a folder is opened.,PERSISTENCE,,,
A malicious HTML page can be crafted that will execute code when loaded by Outlook Home Page.,PERSISTENCE,,,
"Once malicious home pages have been added to the user’s mailbox, they will be loaded when Outlook is started.",PERSISTENCE,,,
Malicious Home Pages will execute when the right Outlook folder is loaded/reloaded.,PERSISTENCE,,,
Adversaries may abuse Microsoft Outlook rules to obtain persistence on a compromised system.,PERSISTENCE,,,
Outlook rules allow a user to define automated behavior to manage email messages.,PERSISTENCE,,,
"A benign rule might, for example, automatically move an email to a particular folder in Outlook if it contains specific words from a specific sender.",PERSISTENCE,,,
Malicious Outlook rules can be created that can trigger code execution when an adversary sends a specifically crafted email to that user.,PERSISTENCE,,,
"Once malicious rules have been added to the user’s mailbox, they will be loaded when Outlook is started.",PERSISTENCE,,,
Malicious rules will execute when an adversary sends a specifically crafted email to the user.,PERSISTENCE,,,
Password policies are a way to enforce complex passwords that are difficult to guess or crack through [Brute Force].,DISCOVERY,,,
"This information may help the adversary to create a list of common passwords and launch dictionary and/or brute force attacks which adheres to the policy (e.g. if the minimum password length should be 8, then not trying passwords such as 'pass123'; not checking for more than 3-4 passwords per account if the lockout is set to 6 as to not lock out accounts).",DISCOVERY,,,
"Password policies can be set and discovered on Windows, Linux, and macOS systems via various command shell utilities such as net accounts (/domain), Get-ADDefaultDomainPasswordPolicy, chage -l <username>, cat /etc/pam.d/common-password, and pwpolicy getaccountpolicies.",DISCOVERY,,,
Password policies can be discovered in cloud environments using available APIs such as GetAccountPasswordPolicy in AWS .,DISCOVERY,,,
"Peripheral devices could include auxiliary resources that support a variety of functionalities such as keyboards, printers, cameras, smart card readers, or removable storage.",DISCOVERY,,,
The information may be used to enhance their awareness of the system and network environment or may be used for further actions.,DISCOVERY,,,
Adversaries may attempt to find group and permission settings.,DISCOVERY,,,
"This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which users and groups have elevated permissions.",DISCOVERY,,,
Adversaries may attempt to find cloud groups and permission settings.,DISCOVERY,,,
"The knowledge of cloud permission groups can help adversaries determine the particular roles of users and groups within an environment, as well as which users are associated with a particular group.",DISCOVERY,,,
With authenticated access there are several tools that can be used to find permissions groups.,DISCOVERY,,,
The Get-MsolRole PowerShell cmdlet can be used to obtain roles and permissions groups for Exchange and Office 365 accounts .,DISCOVERY,,,
Azure CLI (AZ CLI) and the Google Cloud Identity Provider API also provide interfaces to obtain permissions groups.,DISCOVERY,,,
The command az ad user get-member-groups will list groups associated to a user account for Azure while the API endpoint GET https://cloudidentity.googleapis.com/v1/groups lists group resources available to a user for Google.,DISCOVERY,,,
"Adversaries may attempt to list ACLs for objects to determine the owner and other accounts with access to the object, for example, via the AWS GetBucketAcl API.",DISCOVERY,,,
Using this information an adversary can target accounts with permissions to a given object or leverage accounts they have already compromised to access the object.,DISCOVERY,,,
Adversaries may attempt to find domain-level groups and permission settings.,DISCOVERY,,,
The knowledge of domain-level permission groups can help adversaries determine which groups exist and which users belong to a particular group.,DISCOVERY,,,
"Adversaries may use this information to determine which users have elevated permissions, such as domain administrators.",DISCOVERY,,,
"Commands such as net group /domain of the [Net] utility, dscacheutil -q group on macOS, and ldapsearch on Linux can list domain-level groups.",DISCOVERY,,,
Adversaries may attempt to find local system groups and permission settings.,DISCOVERY,,,
The knowledge of local system permission groups can help adversaries determine which groups exist and which users belong to a particular group.,DISCOVERY,,,
"Adversaries may use this information to determine which users have elevated permissions, such as the users found within the local administrators group.",DISCOVERY,,,
"Commands such as net localgroup of the [Net] utility, dscl . -list /Groups on macOS, and groups on Linux can list local groups.",DISCOVERY,,,
Adversaries may send phishing messages to gain access to victim systems.,INITIAL_ACCESS,,,
All forms of phishing are electronically delivered social engineering.,INITIAL_ACCESS,,,
"Phishing can be targeted, known as spearphishing.",INITIAL_ACCESS,,,
"In spearphishing, a specific individual, company, or industry will be targeted by the adversary.",INITIAL_ACCESS,,,
"More generally, adversaries can conduct non-targeted phishing, such as in mass malware spam campaigns.",INITIAL_ACCESS,,,
"Adversaries may send victims emails containing malicious attachments or links, typically to execute malicious code on victim systems.",INITIAL_ACCESS,,,
"Phishing may also be conducted via third-party services, like social media platforms.",INITIAL_ACCESS,,,
"Phishing may also involve social engineering techniques, such as posing as a trusted source.",INITIAL_ACCESS,,,
Phishing for information is different from [Phishing] in that the objective is gathering data from the victim rather than executing malicious code.,RECONNAISSANCE,,,
All forms of phishing are electronically delivered social engineering.,RECONNAISSANCE,,,
"Phishing can be targeted, known as spearphishing.",RECONNAISSANCE,,,
"In spearphishing, a specific individual, company, or industry will be targeted by the adversary.",RECONNAISSANCE,,,
"More generally, adversaries can conduct non-targeted phishing, such as in mass credential harvesting campaigns.",RECONNAISSANCE,,,
"Adversaries may also try to obtain information directly through the exchange of emails, instant messages, or other electronic conversation means. and/or sending multiple, seemingly urgent messages.",RECONNAISSANCE,,,
Adversaries may send spearphishing messages with a malicious attachment to elicit sensitive information that can be used during targeting.,RECONNAISSANCE,,,
"Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information.",RECONNAISSANCE,,,
